timestamp original_retrans src_ip predicted_retrans
"2017-07-07 18:11:47.990" 0.024 sedsk70.grid.hep.ph.ic.ac.uk 0.031171
"2017-07-07 18:11:47.990" 0.124 sedsk65.grid.hep.ph.ic.ac.uk 0.11201
"2017-07-07 18:11:47.990" 0.018 sedsk41.grid.hep.ph.ic.ac.uk 0.02102
"2017-07-07 18:11:47.990" 0.174 sedsk69.grid.hep.ph.ic.ac.uk 0.041061
"2017-07-07 18:11:47.991" 0.05 sedsk65.grid.hep.ph.ic.ac.uk 0.04976
"2017-07-07 18:11:47.991" 0.018 sedsk65.grid.hep.ph.ic.ac.uk 0.02516
"2017-07-07 18:11:47.991" 0.141 sedsk36.grid.hep.ph.ic.ac.uk 0.10763
"2017-07-07 18:11:47.991" 0.029 sedsk64.grid.hep.ph.ic.ac.uk 0.03964
"2017-07-07 18:11:47.991" 0.069 sedsk69.grid.hep.ph.ic.ac.uk 0.0695
"2017-07-07 18:11:47.991" 0.02 sedsk64.grid.hep.ph.ic.ac.uk 0.08216
"2017-07-07 18:11:47.991" 0.009 gaea10.ncrc.gov 0.01908
"2017-07-07 18:11:47.991" 0.051 sedsk37.grid.hep.ph.ic.ac.uk 0.04881
"2017-07-07 18:11:47.991" 0.166 sedsk65.grid.hep.ph.ic.ac.uk 0.14658
"2017-07-07 18:11:47.991" 0.083 sedsk67.grid.hep.ph.ic.ac.uk 0.0872
"2017-07-07 18:11:47.991" 0.017 sedsk69.grid.hep.ph.ic.ac.uk 0.08315
"2017-07-07 18:11:47.991" 0.052 sedsk44.grid.hep.ph.ic.ac.uk 0.06077
"2017-07-07 18:11:47.992" 0.018 sedsk71.grid.hep.ph.ic.ac.uk 0.03053
"2017-07-07 18:11:47.992" 0.149 sedsk33.grid.hep.ph.ic.ac.uk 0.0718988888889
"2017-07-07 18:11:47.992" 0.004 sedsk70.grid.hep.ph.ic.ac.uk 0.03526
"2017-07-07 18:11:47.992" 0.131 sedsk70.grid.hep.ph.ic.ac.uk 0.12166
"2017-07-07 18:11:47.992" 0.062 sedsk36.grid.hep.ph.ic.ac.uk 0.05461
"2017-07-07 18:11:47.992" 0.052 sedsk66.grid.hep.ph.ic.ac.uk 0.12206
"2017-07-07 18:11:47.992" 0.001 sedsk42.grid.hep.ph.ic.ac.uk 0.0179411111111
"2017-07-07 18:11:47.992" 0.022 sedsk67.grid.hep.ph.ic.ac.uk 0.06215
"2017-07-07 18:11:47.992" 0.296 sedsk64.grid.hep.ph.ic.ac.uk 0.13955
"2017-07-07 18:11:47.992" 0.062 sedsk68.grid.hep.ph.ic.ac.uk 0.05577
"2017-07-07 18:11:47.992" 0.147 sedsk45.grid.hep.ph.ic.ac.uk 0.11813
"2017-07-07 18:11:47.992" 0.062 sedsk44.grid.hep.ph.ic.ac.uk 0.06514
"2017-07-07 18:11:47.992" 0.092 sedsk64.grid.hep.ph.ic.ac.uk 0.08181
"2017-07-07 18:11:47.992" 0.098 sedsk70.grid.hep.ph.ic.ac.uk 0.06447
"2017-07-07 18:11:47.992" 0.094 sedsk70.grid.hep.ph.ic.ac.uk 0.07404
"2017-07-07 18:11:47.992" 0.016 sedsk69.grid.hep.ph.ic.ac.uk 0.0216
"2017-07-07 18:11:47.992" 0.041 sedsk67.grid.hep.ph.ic.ac.uk 0.04441
"2017-07-07 18:11:47.992" 0.077 sedsk48.grid.hep.ph.ic.ac.uk 0.05668
"2017-07-07 18:11:47.992" 0.153 sedsk34.grid.hep.ph.ic.ac.uk 0.12317
"2017-07-07 18:11:47.992" 0.042 sedsk65.grid.hep.ph.ic.ac.uk 0.044
"2017-07-07 18:11:47.992" 0.099 sedsk70.grid.hep.ph.ic.ac.uk 0.09283
"2017-07-07 18:11:47.992" 0.174 sedsk71.grid.hep.ph.ic.ac.uk 0.16872
"2017-07-07 18:11:47.992" 0.081 sedsk66.grid.hep.ph.ic.ac.uk 0.08039
"2017-07-07 18:11:47.992" 0.173 sedsk64.grid.hep.ph.ic.ac.uk 0.16029
"2017-07-07 18:11:47.992" 0.025 sedsk65.grid.hep.ph.ic.ac.uk 0.03923
"2017-07-07 18:11:47.992" 0.037 sedsk70.grid.hep.ph.ic.ac.uk 0.03843
"2017-07-07 18:11:47.992" 0.018 sedsk34.grid.hep.ph.ic.ac.uk 0.03151
"2017-07-07 18:11:47.992" 0.101 sedsk66.grid.hep.ph.ic.ac.uk 0.09947
"2017-07-07 18:11:47.992" 0.218 sedsk44.grid.hep.ph.ic.ac.uk 0.21642
"2017-07-07 18:11:47.992" 0.127 sedsk67.grid.hep.ph.ic.ac.uk 0.10525
"2017-07-07 18:11:47.992" 0.013 sedsk36.grid.hep.ph.ic.ac.uk 0.01967
"2017-07-07 18:11:47.992" 0.097 sedsk70.grid.hep.ph.ic.ac.uk 0.0785188888889
"2017-07-07 18:11:47.992" 0.029 sedsk67.grid.hep.ph.ic.ac.uk 0.03848
"2017-07-07 18:11:47.992" 0.033 sedsk68.grid.hep.ph.ic.ac.uk 0.04447
