timestamp original_retrans src_ip predicted_retrans
"2017-07-07 18:16:46.599" 0.072 sedsk39.grid.hep.ph.ic.ac.uk 0.0467
"2017-07-07 18:16:46.599" 0.038 sedsk43.grid.hep.ph.ic.ac.uk 0.1651
"2017-07-07 18:16:46.599" 0.045 sedsk66.grid.hep.ph.ic.ac.uk 0.05548
"2017-07-07 18:16:46.599" 0.18 sedsk35.grid.hep.ph.ic.ac.uk 0.1628
"2017-07-07 18:16:46.599" 0.058 sedsk71.grid.hep.ph.ic.ac.uk 0.0684
"2017-07-07 18:16:46.599" 0.008 sedsk67.grid.hep.ph.ic.ac.uk 0.018
"2017-07-07 18:16:46.599" 0.084 sedsk45.grid.hep.ph.ic.ac.uk 0.07581
"2017-07-07 18:16:46.599" 0.03 sedsk47.grid.hep.ph.ic.ac.uk 0.0263811111111
"2017-07-07 18:16:46.599" 0.156 sedsk44.grid.hep.ph.ic.ac.uk 0.10939
"2017-07-07 18:16:46.599" 0.232 sedsk71.grid.hep.ph.ic.ac.uk 0.07879
"2017-07-07 18:16:46.599" 0.047 sedsk69.grid.hep.ph.ic.ac.uk 0.04992
"2017-07-07 18:16:46.599" 0.03 sedsk65.grid.hep.ph.ic.ac.uk 0.02874
"2017-07-07 18:16:46.599" 0.039 sedsk41.grid.hep.ph.ic.ac.uk 0.04318
"2017-07-07 18:16:46.599" 0.069 sedsk70.grid.hep.ph.ic.ac.uk 0.05976
"2017-07-07 18:16:46.599" 0.109 sedsk70.grid.hep.ph.ic.ac.uk 0.10568
"2017-07-07 18:16:46.599" 0.008 sedsk42.grid.hep.ph.ic.ac.uk 0.06155
"2017-07-07 18:16:46.599" 0.054 sedsk69.grid.hep.ph.ic.ac.uk 0.05353
"2017-07-07 18:16:46.599" 0.108 sedsk70.grid.hep.ph.ic.ac.uk 0.09013
"2017-07-07 18:16:46.599" 0.088 sedsk38.grid.hep.ph.ic.ac.uk 0.08846
"2017-07-07 18:16:46.599" 0.068 sedsk35.grid.hep.ph.ic.ac.uk 0.07033
"2017-07-07 18:16:46.599" 0.269 sedsk64.grid.hep.ph.ic.ac.uk 0.1833
"2017-07-07 18:16:46.599" 0.098 sedsk70.grid.hep.ph.ic.ac.uk 0.09166
"2017-07-07 18:16:46.599" 0.029 sedsk64.grid.hep.ph.ic.ac.uk 0.03121
