timestamp original_retrans src_ip predicted_retrans
"2017-07-07 18:11:45.934" 0.046 sedsk70.grid.hep.ph.ic.ac.uk 0.08017
"2017-07-07 18:11:45.934" 0.009 sedsk70.grid.hep.ph.ic.ac.uk 0.012519
"2017-07-07 18:11:45.934" 0.011 sedsk64.grid.hep.ph.ic.ac.uk 0.01484
"2017-07-07 18:11:45.934" 0.067 sedsk45.grid.hep.ph.ic.ac.uk 0.02563
"2017-07-07 18:11:45.934" 0.011 sedsk67.grid.hep.ph.ic.ac.uk 0.0179411111111
"2017-07-07 18:11:45.934" 0.052 sedsk70.grid.hep.ph.ic.ac.uk 0.0688925384615
"2017-07-07 18:11:45.934" 0.014 sedsk66.grid.hep.ph.ic.ac.uk 0.01658
"2017-07-07 18:11:45.934" 0.013 sedsk66.grid.hep.ph.ic.ac.uk 0.03276
"2017-07-07 18:11:45.934" 0.023 sedsk71.grid.hep.ph.ic.ac.uk 0.11505
"2017-07-07 18:11:45.934" 0.021 sedsk36.grid.hep.ph.ic.ac.uk 0.07918
"2017-07-07 18:11:45.934" 0.113 sedsk64.grid.hep.ph.ic.ac.uk 0.048
"2017-07-07 18:11:45.934" 0.013 sedsk70.grid.hep.ph.ic.ac.uk 0.10278
"2017-07-07 18:11:45.934" 0.02 sedsk37.grid.hep.ph.ic.ac.uk 0.04737
"2017-07-07 18:11:45.934" 0.126 sedsk32.grid.hep.ph.ic.ac.uk 0.13193
"2017-07-07 18:11:45.935" 0.039 sedsk70.grid.hep.ph.ic.ac.uk 0.04134
"2017-07-07 18:11:45.935" 0.015 sedsk47.grid.hep.ph.ic.ac.uk 0.07485
"2017-07-07 18:11:45.935" 0.019 sedsk68.grid.hep.ph.ic.ac.uk 0.03472
"2017-07-07 18:11:45.935" 0.007 sedsk69.grid.hep.ph.ic.ac.uk 0.02673
"2017-07-07 18:11:45.935" 0.02 sedsk66.grid.hep.ph.ic.ac.uk 0.0366
"2017-07-07 18:11:45.935" 0.046 sedsk68.grid.hep.ph.ic.ac.uk 0.04166
"2017-07-07 18:11:45.935" 0.016 sedsk41.grid.hep.ph.ic.ac.uk 0.01878
