timestamp original_retrans src_ip predicted_retrans
"2017-07-07 18:12:46.304" 0.051 sedsk65.grid.hep.ph.ic.ac.uk 0.03923
"2017-07-07 18:12:46.304" 0.04 sedsk68.grid.hep.ph.ic.ac.uk 0.04376
"2017-07-07 18:12:46.304" 0.212 sedsk71.grid.hep.ph.ic.ac.uk 0.21813
"2017-07-07 18:12:46.304" 0.181 sedsk39.grid.hep.ph.ic.ac.uk 0.14581
"2017-07-07 18:12:46.304" 0.015 sedsk70.grid.hep.ph.ic.ac.uk 0.0471988888889
"2017-07-07 18:12:46.304" 0.023 sedsk44.grid.hep.ph.ic.ac.uk 0.02169
"2017-07-07 18:12:46.304" 0.019 sedsk32.grid.hep.ph.ic.ac.uk 0.01906
"2017-07-07 18:12:46.304" 0.004 sedsk71.grid.hep.ph.ic.ac.uk 0.1668
"2017-07-07 18:12:46.304" 0.013 sedsk40.grid.hep.ph.ic.ac.uk 0.01688
"2017-07-07 18:12:46.304" 0.021 sedsk66.grid.hep.ph.ic.ac.uk 0.02731
"2017-07-07 18:12:46.304" 0.031 sedsk67.grid.hep.ph.ic.ac.uk 0.04942
"2017-07-07 18:12:46.304" 0.117 sedsk70.grid.hep.ph.ic.ac.uk 0.10705
"2017-07-07 18:12:46.304" 0.123 sedsk65.grid.hep.ph.ic.ac.uk 0.129390769231
"2017-07-07 18:12:46.304" 0.031 sedsk70.grid.hep.ph.ic.ac.uk 0.03681
"2017-07-07 18:12:46.305" 0.001 sedsk38.grid.hep.ph.ic.ac.uk 0.00482254009199
"2017-07-07 18:12:46.305" 0.102 sedsk40.grid.hep.ph.ic.ac.uk 0.065801
"2017-07-07 18:12:46.305" 0.082 sedsk48.grid.hep.ph.ic.ac.uk 0.06886
"2017-07-07 18:12:46.305" 0.023 sedsk69.grid.hep.ph.ic.ac.uk 0.02548
"2017-07-07 18:12:46.305" 0.072 sedsk39.grid.hep.ph.ic.ac.uk 0.07357
"2017-07-07 18:12:46.305" 0.094 sedsk67.grid.hep.ph.ic.ac.uk 0.09305
"2017-07-07 18:12:46.305" 0.03 sedsk69.grid.hep.ph.ic.ac.uk 0.0536
"2017-07-07 18:12:46.305" 0.059 sedsk42.grid.hep.ph.ic.ac.uk 0.06608
"2017-07-07 18:12:46.305" 0.083 sedsk43.grid.hep.ph.ic.ac.uk 0.07607
"2017-07-07 18:12:46.305" 0.088 sedsk65.grid.hep.ph.ic.ac.uk 0.03912
"2017-07-07 18:12:46.305" 0.052 sedsk65.grid.hep.ph.ic.ac.uk 0.07312
"2017-07-07 18:12:46.305" 0.024 sedsk69.grid.hep.ph.ic.ac.uk 0.12673
"2017-07-07 18:12:46.305" 0.02 sedsk70.grid.hep.ph.ic.ac.uk 0.04312
"2017-07-07 18:12:46.305" 0.048 sedsk46.grid.hep.ph.ic.ac.uk 0.0951
"2017-07-07 18:12:46.305" 0.063 sedsk64.grid.hep.ph.ic.ac.uk 0.06125
"2017-07-07 18:12:46.305" 0.042 sedsk67.grid.hep.ph.ic.ac.uk 0.04664
"2017-07-07 18:12:46.305" 0.015 sedsk68.grid.hep.ph.ic.ac.uk 0.02782
"2017-07-07 18:12:46.305" 0.024 sedsk70.grid.hep.ph.ic.ac.uk 0.02606
"2017-07-07 18:12:46.305" 0.195 sedsk35.grid.hep.ph.ic.ac.uk 0.06831
"2017-07-07 18:12:46.305" 0.063 sedsk70.grid.hep.ph.ic.ac.uk 0.0628
"2017-07-07 18:12:46.305" 0.001 sedsk36.grid.hep.ph.ic.ac.uk 0.00259145855425
"2017-07-07 18:12:46.305" 0.006 sedsk70.grid.hep.ph.ic.ac.uk 0.01769
"2017-07-07 18:12:46.305" 0.089 sedsk48.grid.hep.ph.ic.ac.uk 0.11067
"2017-07-07 18:12:46.305" 0.135 sedsk69.grid.hep.ph.ic.ac.uk 0.09792
"2017-07-07 18:12:46.305" 0.04 sedsk65.grid.hep.ph.ic.ac.uk 0.05697
"2017-07-07 18:12:46.305" 0.001 sedsk35.grid.hep.ph.ic.ac.uk 0.05721
"2017-07-07 18:12:46.305" 0.054 sedsk39.grid.hep.ph.ic.ac.uk 0.05836
"2017-07-07 18:12:46.305" 0.015 sedsk65.grid.hep.ph.ic.ac.uk 0.01895
"2017-07-07 18:12:46.305" 0.127 sedsk66.grid.hep.ph.ic.ac.uk 0.12269
"2017-07-07 18:12:46.305" 0.027 sedsk71.grid.hep.ph.ic.ac.uk 0.05999
"2017-07-07 18:12:46.305" 0.045 sedsk66.grid.hep.ph.ic.ac.uk 0.04489
"2017-07-07 18:12:46.305" 0.087 sedsk69.grid.hep.ph.ic.ac.uk 0.07814
"2017-07-07 18:12:46.305" 0.038 sedsk70.grid.hep.ph.ic.ac.uk 0.03418
"2017-07-07 18:12:46.305" 0.069 sedsk42.grid.hep.ph.ic.ac.uk 0.16272
"2017-07-07 18:13:02.036" 0.171 sedsk66.grid.hep.ph.ic.ac.uk 0.16361
"2017-07-07 18:13:02.036" 0.055 sedsk40.grid.hep.ph.ic.ac.uk 0.06469
"2017-07-07 18:13:02.036" 0.047 sedsk67.grid.hep.ph.ic.ac.uk 0.05898
"2017-07-07 18:13:02.036" 0.066 sedsk38.grid.hep.ph.ic.ac.uk 0.06001
"2017-07-07 18:13:02.036" 0.066 sedsk64.grid.hep.ph.ic.ac.uk 0.12693
"2017-07-07 18:13:02.036" 0.156 sedsk66.grid.hep.ph.ic.ac.uk 0.06216
"2017-07-07 18:13:02.036" 0.028 sedsk69.grid.hep.ph.ic.ac.uk 0.02433
"2017-07-07 18:13:02.036" 0.016 sedsk64.grid.hep.ph.ic.ac.uk 0.07932
"2017-07-07 18:13:02.036" 0.008 sedsk68.grid.hep.ph.ic.ac.uk 0.00985
"2017-07-07 18:13:02.036" 0.097 sedsk36.grid.hep.ph.ic.ac.uk 0.09482
"2017-07-07 18:13:02.036" 0.103 sedsk42.grid.hep.ph.ic.ac.uk 0.08766
"2017-07-07 18:13:02.036" 0.055 sedsk45.grid.hep.ph.ic.ac.uk 0.04591
"2017-07-07 18:13:02.036" 0.059 sedsk66.grid.hep.ph.ic.ac.uk 0.03701
"2017-07-07 18:13:02.036" 0.095 sedsk66.grid.hep.ph.ic.ac.uk 0.09053
"2017-07-07 18:13:02.036" 0.024 sedsk47.grid.hep.ph.ic.ac.uk 0.10919
"2017-07-07 18:13:02.036" 0.108 sedsk48.grid.hep.ph.ic.ac.uk 0.10053
"2017-07-07 18:13:02.036" 0.011 sedsk46.grid.hep.ph.ic.ac.uk 0.08948
"2017-07-07 18:13:02.036" 0.161 sedsk47.grid.hep.ph.ic.ac.uk 0.23817
