timestamp original_retrans src_ip predicted_retrans
"2017-07-07 18:19:50.059" 0.001 sedsk43.grid.hep.ph.ic.ac.uk 0.0102756802012
"2017-07-07 18:19:50.059" 0.036 sedsk68.grid.hep.ph.ic.ac.uk 0.06917
"2017-07-07 18:19:50.059" 0.045 sedsk35.grid.hep.ph.ic.ac.uk 0.04698
"2017-07-07 18:19:50.059" 0.047 sedsk40.grid.hep.ph.ic.ac.uk 0.04985
"2017-07-07 18:19:50.059" 0.105 sedsk39.grid.hep.ph.ic.ac.uk 0.0345709090909
"2017-07-07 18:19:50.059" 0.144 sedsk39.grid.hep.ph.ic.ac.uk 0.10029
"2017-07-07 18:19:50.059" 0.116 sedsk46.grid.hep.ph.ic.ac.uk 0.09901
"2017-07-07 18:19:50.059" 0.013 sedsk70.grid.hep.ph.ic.ac.uk 0.0121077777778
"2017-07-07 18:19:50.059" 0.008 sedsk47.grid.hep.ph.ic.ac.uk 0.0153605555556
"2017-07-07 18:19:50.059" 0.001 sedsk67.grid.hep.ph.ic.ac.uk 0.00100643768243
"2017-07-07 18:19:50.059" 0.148 sedsk71.grid.hep.ph.ic.ac.uk 0.01539
"2017-07-07 18:19:50.059" 0.025 sedsk45.grid.hep.ph.ic.ac.uk 0.03061
"2017-07-07 18:19:50.059" 0.011 sedsk43.grid.hep.ph.ic.ac.uk 0.011281
"2017-07-07 18:19:50.059" 0.074 sedsk35.grid.hep.ph.ic.ac.uk 0.14162
"2017-07-07 18:19:50.059" 0.015 sedsk69.grid.hep.ph.ic.ac.uk 0.06869
"2017-07-07 18:19:50.059" 0.166 sedsk42.grid.hep.ph.ic.ac.uk 0.13935
"2017-07-07 18:19:50.059" 0.001 sedsk33.grid.hep.ph.ic.ac.uk 0.12273
"2017-07-07 18:19:50.059" 0.003 sedsk64.grid.hep.ph.ic.ac.uk 0.0148
"2017-07-07 18:19:50.059" 0.249 sedsk32.grid.hep.ph.ic.ac.uk 0.10411
"2017-07-07 18:19:50.059" 0.012 sedsk69.grid.hep.ph.ic.ac.uk 0.01521
"2017-07-07 18:19:50.059" 0.05 sedsk70.grid.hep.ph.ic.ac.uk 0.0499990909091
"2017-07-07 18:19:50.059" 0.027 sedsk65.grid.hep.ph.ic.ac.uk 0.02912
"2017-07-07 18:19:50.059" 0.01 sedsk64.grid.hep.ph.ic.ac.uk 0.01309
"2017-07-07 18:19:50.059" 0.029 sedsk67.grid.hep.ph.ic.ac.uk 0.0511411111111
"2017-07-07 18:19:50.059" 0.013 sedsk34.grid.hep.ph.ic.ac.uk 0.01403
"2017-07-07 18:19:50.699" 0.104 sedsk65.grid.hep.ph.ic.ac.uk 0.05679
"2017-07-07 18:19:50.700" 0.004 sedsk65.grid.hep.ph.ic.ac.uk 0.00590111111111
"2017-07-07 18:19:50.700" 0.071 sedsk71.grid.hep.ph.ic.ac.uk 0.0709
"2017-07-07 18:19:50.700" 0.087 sedsk64.grid.hep.ph.ic.ac.uk 0.04447
"2017-07-07 18:19:50.700" 0.199 sedsk70.grid.hep.ph.ic.ac.uk 0.09013
"2017-07-07 18:19:50.700" 0.02 sedsk39.grid.hep.ph.ic.ac.uk 0.01973
"2017-07-07 18:19:50.700" 0.029 sedsk47.grid.hep.ph.ic.ac.uk 0.04115
"2017-07-07 18:19:50.700" 0.041 sedsk47.grid.hep.ph.ic.ac.uk 0.05372
"2017-07-07 18:19:50.700" 0.094 sedsk70.grid.hep.ph.ic.ac.uk 0.00115553669721
"2017-07-07 18:19:50.700" 0.045 sedsk37.grid.hep.ph.ic.ac.uk 0.0496
"2017-07-07 18:19:50.700" 0.028 sedsk32.grid.hep.ph.ic.ac.uk 0.02552
"2017-07-07 18:19:50.700" 0.004 sedsk64.grid.hep.ph.ic.ac.uk 0.00885043478261
"2017-07-07 18:19:50.700" 0.096 sedsk33.grid.hep.ph.ic.ac.uk 0.08866
"2017-07-07 18:19:50.700" 0.069 sedsk68.grid.hep.ph.ic.ac.uk 0.072
"2017-07-07 18:19:50.700" 0.179 sedsk66.grid.hep.ph.ic.ac.uk 0.17448
"2017-07-07 18:19:50.700" 0.005 sedsk70.grid.hep.ph.ic.ac.uk 0.01059
"2017-07-07 18:19:50.700" 0.085 sedsk68.grid.hep.ph.ic.ac.uk 0.07308
"2017-07-07 18:19:50.700" 0.001 sedsk32.grid.hep.ph.ic.ac.uk 0.02265
"2017-07-07 18:19:50.700" 0.241 sedsk33.grid.hep.ph.ic.ac.uk 0.14354
"2017-07-07 18:19:50.700" 0.107 sedsk48.grid.hep.ph.ic.ac.uk 0.08647
"2017-07-07 18:19:50.700" 0.019 sedsk70.grid.hep.ph.ic.ac.uk 0.0558311111111
"2017-07-07 18:19:50.700" 0.353 sedsk32.grid.hep.ph.ic.ac.uk 0.08139
"2017-07-07 18:19:50.700" 0.011 sedsk39.grid.hep.ph.ic.ac.uk 0.02545
"2017-07-07 18:19:50.700" 0.001 sedsk48.grid.hep.ph.ic.ac.uk 0.00100846603601
"2017-07-07 18:19:50.700" 0.009 sedsk67.grid.hep.ph.ic.ac.uk 0.01459
"2017-07-07 18:19:50.700" 0.124 sedsk42.grid.hep.ph.ic.ac.uk 0.1014
"2017-07-07 18:19:50.700" 0.072 sedsk39.grid.hep.ph.ic.ac.uk 0.06314
"2017-07-07 18:19:50.700" 0.012 sedsk47.grid.hep.ph.ic.ac.uk 0.01216
"2017-07-07 18:19:50.700" 0.151 sedsk67.grid.hep.ph.ic.ac.uk 0.1385
"2017-07-07 18:19:50.700" 0.164 sedsk70.grid.hep.ph.ic.ac.uk 0.13054
"2017-07-07 18:19:50.700" 0.251 sedsk40.grid.hep.ph.ic.ac.uk 0.19589
"2017-07-07 18:19:50.700" 0.002 sedsk32.grid.hep.ph.ic.ac.uk 0.01056
"2017-07-07 18:19:50.700" 0.07 sedsk69.grid.hep.ph.ic.ac.uk 0.05246
